municipality,year,election_type,expected,provenance,native_url,hosted_url,source,confidence,verification,priority,pdf_filename,has_pdf,has_json,status,markdown_url,conversion_method,known_bad_url,coverage_state,source_kind
Burlington,2023,regular,yes,LEO,https://www.burlington.org/DocumentCenter/View/13011/Town-Election-2023,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Burlington2023_d0.pdf,manual_sources,manual,,95,Burlington2023_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Burlington2023.md,pypdf,,published,other
Burlington,2024,regular,yes,LEO,https://www.burlington.org/DocumentCenter/View/14668/Town-Election-2024,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Burlington2024_d0.pdf,manual_sources,manual,,95,Burlington2024_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Burlington2024.md,pypdf,,published,other
Burlington,2025,regular,yes,LEO,https://www.burlington.org/DocumentCenter/View/17564/Town-Election-2025,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Burlington2025_d0.pdf,manual_sources,manual,,95,Burlington2025_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Burlington2025.md,pypdf,,published,other
Burlington,2026,regular,yes,cohort-2026,https://burlington.org/DocumentCenter/View/20831,,,,,,,no,yes,hosted,,,,published,official
Cambridge,2021,regular,yes,LEO,https://www.cambridgema.gov/election2021/ccouncil-official/21CouncilFinal%20Round.htm,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Cambridge2021_d0.pdf,collect-web,certified,"auto_resourced | RCV ROUNDS LANDED 2026-08-22 from Cambridge's own ChoicePlus Pro round-detail reports (https://www.cambridgema.gov/election2021/ccouncil-official/21CouncilFinal%20Round.htm). votes = first-preference count; winners carry elected=true; full per-round tally, elected/eliminated and exhausted pile stored under `rcv`, on the RCTab model. Every round checked: sum(tally)+exhausted == valid ballots. Prior record held School Committee at 4 seats for a 6-seat contest and no City Council at all.",,Cambridge2021_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Cambridge2021.md,pypdf,,published,official
Cambridge,2022,regular,no,CITY_ODD_YEAR_CYCLE,,,,,,,Cambridge2022_d0.pdf,,no,no_election,,,,no_election,other
Cambridge,2023,regular,yes,LEO,https://www.cambridgema.gov/Election2023/Official/Council%20Round.htm,,crawl,certified,"crawl_verified | RCV ROUNDS LANDED 2026-08-22 from Cambridge's own ChoicePlus Pro round-detail reports (https://www.cambridgema.gov/Election2023/Official/Council%20Round.htm). votes = first-preference count; winners carry elected=true; full per-round tally, elected/eliminated and exhausted pile stored under `rcv`, on the RCTab model. Every round checked: sum(tally)+exhausted == valid ballots. Prior record held City Council only, as first choices by precinct, dated 2023-11-17 (the REPORT date; the election was 2023-11-07). School Committee added.",95,,no,no,hosted,,pypdf(recrawl),,published,official
Cambridge,2024,regular,no,CITY_ODD_YEAR_CYCLE,,,,,,,Cambridge2024_d0.pdf,,no,no_election,,,,no_election,other
Cambridge,2025,regular,yes,owner-directed-2026-08-19,https://www.cambridgema.gov/Election2025/Official/Council%20Round.htm,,manual_city,certified,"manual | RCV ROUNDS LANDED 2026-08-22 from Cambridge's own ChoicePlus Pro round-detail reports (https://www.cambridgema.gov/Election2025/Official/Council%20Round.htm). votes = first-preference count; winners carry elected=true; full per-round tally, elected/eliminated and exhausted pile stored under `rcv`, on the RCTab model. Every round checked: sum(tally)+exhausted == valid ballots. RE-SOURCED from /Election2025/Unofficial/ ('Unofficial Results (Friday) November 7, 2025') to /Election2025/Official/ ('Final Election Results November 14, 2025'): Council 25,355 valid/quota 2536 -> 25,366/2537, School Committee 23,104/3301 -> 23,115/3303, and first preferences move with them (McGovern 2863->2864, Al-Zubi 2489->2493, Sobrinho-Wheeler 1890->1892, Wilson 1031->1032).",100,,,no,hosted,,playwright+docling-2.66.0,https://www.cambridgema.gov/Departments/electioncommission/news/2025/11/2025municipalelectionofficialresultsnovember14thupdate,published,official
Cambridge,2026,regular,no,,,,,,"no_election: even-year row seeded from the 2024 cohort, 2026-08-19",,,,,,,,,no_election,other
Canton,2021,regular,yes,LEO,https://www.town.canton.ma.us/DocumentCenter/View/7878/2021-Town-Election-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Canton2021_d0.pdf,manual_sources,manual,,95,Canton2021_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Canton2021.md,docling-2.66.0,,published,official
Canton,2022,regular,yes,ATR,file://C:\Users\Owner\documents\CivicAtlasMA\data\incoming\atrcrops\Canton2022_atr.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Canton2022_d0.pdf,manual,manual,manual_ingest,95,Canton2022_d0.pdf,yes,no,pdf_hosted,,,https://www.town.canton.ma.us/DocumentCenter/View/10251/2022-State-Election-Results-PDF,published,official
Canton,2023,regular,yes,LEO,https://www.town.canton.ma.us/DocumentCenter/View/10443/2023-Annual-Town-Election-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Canton2023_d0.pdf,manual_sources,manual,,95,Canton2023_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Canton2023.md,pypdf,,published,official
Canton,2024,regular,yes,LEO,https://www.town.canton.ma.us/DocumentCenter/View/11058/2024-Annual-Town-Election-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Canton2024_d0.pdf,manual_sources,manual,,95,Canton2024_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Canton2024.md,pypdf,,published,official
Canton,2025,regular,yes,LEO,https://www.town.canton.ma.us/DocumentCenter/View/11848/2025-Annual-Town-Election-Results,,manual_sources,manual,"VISUAL REVIEW 2026-08-20: official tally sheet 2025-04-08, 7 precincts; seat counts corrected against the arithmetic (5103 = 1 x ballots); write-ins printed as ""Others""",95,,no,no,hosted,,pypdf,,published,official
Canton,2026,regular,yes,custom-search,https://www.town.canton.ma.us/DocumentCenter/View/13192/2026-Annual-Town-Election-Results,,,,"citation found 2026-08-23 by overlap: 59% of the held reading's words and 82% of its 49 tallies are on this page, and 26% of the page is in the reading",,,no,no,pdf_hosted,,,,published,official
Carlisle,2021,regular,yes,LEO,https://www.carlislema.gov/DocumentCenter/View/3313/2021-06-22-Annual-Town-Election-Results-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Carlisle2021_d0.pdf,collect-exa,low,auto_resourced,70,Carlisle2021_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Carlisle2021.md,pypdf,,published,official
Carlisle,2022,regular,yes,LEO,https://carlislema.gov/DocumentCenter/View/3954/2022-05-10-Annual-Town-Election-Results-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Carlisle2022_d0.pdf,collect-exa,high,auto_resourced,70,Carlisle2022_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Carlisle2022.md,pypdf,,published,official
Carlisle,2023,regular,yes,LEO,https://www.carlislema.gov/DocumentCenter/View/4904/2023-05-16-Annual-Town-Election-Results?bidId=,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Carlisle2023_d0.pdf,manual_sources,manual,,95,Carlisle2023_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Carlisle2023.md,pypdf,,published,official
Carlisle,2024,regular,yes,LEO,https://www.carlislema.gov/DocumentCenter/View/5926/2024-05-21-Town-Election-Results-Preliminary,,scraper_sheet9,high,state_doc_sweep:no_source,70,,no,no,pdf_hosted,,pypdf,https://www.carlislema.gov/DocumentCenter/View/5664/03-05-2024-Presidential-Primary-Preliminary-Results,published,official
Carlisle,2025,regular,yes,LEO,https://carlislema.gov/DocumentCenter/View/7369/Final-Results-20250603-Town-Election,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Carlisle2025_d0.pdf,verified_yes,high,YES,90,Carlisle2025_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Carlisle2025.md,pypdf,,published,official
Carlisle,2026,regular,yes,custom-search-2026,https://www.carlislema.gov/DocumentCenter/View/8688/ATE_Preliminary_Results_06-02-2026,,,,,,,no,no,pdf_hosted,,,,published,official
Carver,2021,regular,yes,NEWS,https://959watd.com/blog/2021/04/unofficial-carver-town-election-results/,,manual,high,pipeline:no_tally_361_chars,70,Carver2021_d0.pdf,no,no,published,,playwright+docling-2.66.0,https://www.carverma.gov/town-clerk/news/2021-annual-town-election-results,published,news
Carver,2022,regular,yes,LEO,https://www.carverma.gov/home/news/official-election-results-2022,,retracted_stale_condemnation,spraped,"condemnation_reason_no_longer_true: 36 tallies, all dates in 2022, 15 of 15 surnames grounded",70,,no,no,pdf_hosted,,playwright+docling-2.66.0,https://www.carverma.gov/home/news/official-election-results-2022 https://jamesnicholsworley.github.io/civicatlasma/pdfs/Carver2022.pdf,published,official
Carver,2023,regular,yes,NEWS,https://959watd.com/blog/2023/04/carver-town-election-results/,,manual_sources,manual,,95,Carver2023_d0.pdf,,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Carver2023.md,playwright+docling-2.66.0,,published,news
Carver,2024,regular,yes,LEO,https://www.carverma.gov/town-clerk/files/2024-local-election-results,,crawl,high,crawl_verified,70,,no,no,hosted,,pdf_only(needs_ocr),,published,official
Carver,2025,regular,yes,owner-verified-2026-08-19,https://959watd.com/blog/2025/04/carver-election-results-2/,,crawl,spraped,crawl_xlsx_verified,70,,no,no,hosted,,xlsx+docling,https://www.carverma.gov/town-clerk/files/april-26-2025-annual-town-election-candidates,published,news
Carver,2026,regular,yes,cohort-2026,https://news.google.com/rss/articles/CBMia0FVX3lxTE9vUGVQdGx2TmJEVTVldFplbEMwSG9wVE9uak15WGExY24wa2lvYkVpelk2aUVXYTRDUjlhU2lreUc2WEVYZDhjQzA0WVF6SFFLNU9DejRBdFMyMUVpOVp5cFJGc0xrLWVrbVQ4?oc=5,,,,,,,no,yes,hosted,,,,published,news
Charlemont,2021,regular,yes,ATR,https://charlemont-ma.us/news/newsfile_20089_Town_Report_Year_ending_December_31_2021_assembled_0324.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Charlemont2021_d0.pdf,verified_yes,medium,runner_fetch2,90,Charlemont2021_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Charlemont,2022,regular,yes,ATR,https://www.charlemont-ma.us/files/Town_Report_for_year_ending_December_312022.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Charlemont2022_d0.pdf,dive_atr,medium,atr_cropped,90,Charlemont2022_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Charlemont,2023,regular,yes,LEO,https://charlemont-ma.us/news/newsfile_20139_2023_Annual_Election_Results.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Charlemont2023_d0.pdf,manual_sources,manual,,95,Charlemont2023_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Charlemont2023.md,pypdf,,published,official
Charlemont,2024,regular,yes,LEO,https://charlemont-ma.us/files/Town_Report__Year_end_2024_finished.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Charlemont2024_d0.pdf,collect-web,medium,runner_fetch,90,Charlemont2024_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Charlemont,2025,regular,yes,LEO,https://charlemont-ma.us/n/20209/June-3-Election-Results,,verified_yes,high,YES,90,Charlemont2025_d0.pdf,,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Charlemont2025.md,wayback20251212+docling,,published,official
Charlemont,2026,regular,yes,custom-search,https://recorder.com/2026/06/04/karen-rau-retains-seat/,,,,"landed 2026-09-01 from the Greenfield Recorder, 4 June 2026, via the WordPress REST API (/wp-json/wp/v2/posts returns content.rendered IN FULL; the rendered page is paywalled). Election Tuesday 2 June 2026; 131 of 961 = 13.6%, per Town Clerk Thorne Palmer. Assessors contested: Rau 85 / Sinclair 21. Eleven uncontested offices ALL with counts. THREE SEATS WON BY WRITE-INS AND NOT YET ACCEPTED (Board of Health Lingle 44, Planning 1yr Mirin 3, Mohawk Trail Smith 35) - the article says they must still accept or decline; do not seat them. No blanks reported.",,,no,no,missing,,,https://charlemont-ma.us/p/24/Town-Clerk,published,news
Charlton,2021,regular,yes,NEWS,https://jwevans.co/2021/05/01/5-1-2021-annual-town-election-results-charlton-mass/,,manual_sources,manual,wayback_render,95,Charlton2021_d0.pdf,no,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Charlton2021.md,wayback+docling-2.66.0,,published,news
Charlton,2022,regular,yes,NEWS,https://jwevans.co/2022/05/07/5-7-2022-annual-town-election-results-charlton-mass/,,manual_sources,manual,,95,Charlton2022_d0.pdf,,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Charlton2022.md,playwright+docling-2.66.0,,published,news
Charlton,2023,regular,yes,atr-2026-08-22-2023.pdf,,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Charlton2023_d0.pdf,annual_town_report_crop,manual,"cropped from the Charlton annual town report, pp 184,185,186; election date 2023-05-06 read off the page by atr_verify",95,Charlton2023_d0.pdf,yes,no,pdf_hosted,,docling-html,https://www.townofcharlton.net/DocumentCenter/,published,official
Charlton,2024,regular,yes,LEO,https://www.townofcharlton.net/DocumentCenter/View/4359/UNOFFICIAL-Tally-ATE-2024?bidId=,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Charlton2024_d0.pdf,manual_sources,manual,,95,Charlton2024_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Charlton2024.md,docling-2.66.0,,published,official
Charlton,2025,regular,yes,LEO,https://www.townofcharlton.net/DocumentCenter/View/4888/Official-Tally-2025-Annual-Town-Election,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Charlton2025_d0.pdf,manual_sources,manual,,95,Charlton2025_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Charlton2025.md,docling-2.66.0,,published,official
Charlton,2026,regular,yes,cohort-2026,https://townofcharlton.net/DocumentCenter/View/5637/Annual-Town-Election---May-2026-PDF,,,,,,,no,yes,hosted,,,,published,official
Chatham,2021,regular,yes,LEO,https://www.chatham-ma.gov/DocumentCenter/View/7945/2021--ATE-June-17-2021-Minutes-PDF,,manual,medium,runner_fetch2,70,,no,no,published,,,https://www.chatham-ma.gov/DocumentCenter/View/1937/Notice-to-All-Municipal-Employees-PDF,published,official
Chatham,2022,regular,yes,LEO,https://chathamrecycles.org/DocumentCenter/View/7946/2022--ATE-May-19-2022-Minutes-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Chatham2022_d0.pdf,manual,high,manual_ingest,90,Chatham2022_d0.pdf,yes,yes,pdf_hosted,,,,published,other
Chatham,2023,regular,yes,LEO,https://www.chatham-ma.gov/DocumentCenter/View/7947/2023--ATE-May-11-2023-Minutes-PDF,,manual,manual,runner_fetch2,95,,no,no,published,,,https://www.chatham-ma.gov/DocumentCenter/View/5314/Our-Perspective-on-Electronic-Voting-at-Town-Meeting---January-2023-PDF,published,official
Chatham,2024,regular,yes,LEO,https://www.chatham-ma.gov/DocumentCenter/View/7368/2024--May-16-2024-ATE-Minutes-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Chatham2024_d0.pdf,manual,high,manual_ingest,90,Chatham2024_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Chatham,2025,regular,yes,LEO,https://www.chatham-ma.gov/DocumentCenter/View/9524/2025--ATE-May-15-2025-Minutes-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Chatham2025_d0.pdf,verified_yes,scraped,replacement_verified,90,,yes,no,hosted,,pypdf,,published,official
Chatham,2026,regular,yes,custom-search-2026,https://www.chatham-ma.gov/DocumentCenter/View/8736/May-15-2025---Annual-Town-Election-Preliminary-Results-PDF,,,,,,,no,no,pdf_hosted,,,,published,official
Chelmsford,2021,regular,yes,LEO,https://www.chelmsfordma.gov/DocumentCenter/View/12418/OFFICIAL-ELECTION-RESULTS-APRIL-6-2021,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Chelmsford2021_d0.pdf,manual_sources,manual,,95,Chelmsford2021_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Chelmsford2021.md,pypdf,,published,official
Chelmsford,2022,regular,yes,LEO,https://www.chelmsfordma.gov/DocumentCenter/View/14077/OFFICIAL-RESULTS-2022-04-05-ATE,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Chelmsford2022_d0.pdf,manual_sources,manual,,95,Chelmsford2022_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Chelmsford2022.md,pypdf,,published,official
Chelmsford,2023,regular,yes,LEO,https://www.townofchelmsford.us/DocumentCenter/View/15564/OFFICIAL-RESULTS-Local-Election-2023-04-04,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Chelmsford2023_d0.pdf,manual_sources,manual,,95,Chelmsford2023_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Chelmsford2023.md,pypdf,,published,official
Chelmsford,2024,regular,yes,LEO,https://chelmsfordma.gov/DocumentCenter/View/17381/Official-Results-04-02-2024,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Chelmsford2024_d0.pdf,manual_sources,manual,,95,Chelmsford2024_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Chelmsford2024.md,pypdf,,published,official
Chelmsford,2025,regular,yes,LEO,https://www.chelmsfordma.gov/DocumentCenter/View/19774/OFFICIAL-RESULTS,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Chelmsford2025_d0.pdf,manual_sources,manual,,95,Chelmsford2025_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Chelmsford2025.md,pypdf,,published,official
Chelmsford,2026,regular,yes,cohort-2026,https://chelmsfordma.gov/DocumentCenter/View/22323/OFFICIAL-RESULTS,,,,,,,no,yes,hosted,,,,published,official
Chelsea,2021,regular,yes,LEO,"https://cms5.revize.com/revize/chelseama/Document_Center/Departments/City%20Clerk/Elections,%20Voting%20&%20Campaign%20Finance/Election%20Results/official_results_november_2_2021_municipal_election.pdf",https://jamesnicholsworley.github.io/civicatlasma/pdfs/Chelsea2021_d0.pdf,manual_sources,manual,,95,Chelsea2021_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Chelsea2021.md,pypdf,,published,other
Chelsea,2022,regular,no,CITY_ODD_YEAR_CYCLE,,,,,,,Chelsea2022_d0.pdf,,no,no_election,,,,no_election,other
Chelsea,2023,regular,yes,LEO,"https://cms5.revize.com/revize/chelseama/Document_Center/Departments/City%20Clerk/Elections,%20Voting%20&%20Campaign%20Finance/2023%20Election%20Info/November%207%202023%20City%20Election%20Official%20Results.pdf",https://jamesnicholsworley.github.io/civicatlasma/pdfs/Chelsea2023_d0.pdf,manual_sources,manual,,95,Chelsea2023_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Chelsea2023.md,docling-2.66.0,,published,other
