town,town_norm,community_type,priority,board,doctype,year,verdict,topic_hits,vote_hits,body_hits,topic_pages,npages,url,kind,err
Shirley,shirley,commuter rail,5,,bylaw,,PROBABLE,5,0,5,1,0,https://shirley-ma.gov/1538/MBTA-Communities-Act-Overlay-District-Ma,page,
Shirley,shirley,commuter rail,5,planning_board,bylaw,2024,CONFIRMED,8,2,8,"1,2,3,4",7,https://shirley-ma.gov/DocumentCenter/View/1086/Shirley-PB-Approved-Final-MBTA-Communities-Bylaw-92524,file,
Shirley,shirley,commuter rail,1,town_meeting,minutes,,NO,0,0,28,,0,https://shirley-ma.gov/527/Town-Meeting-Minutes,page,
Shirley,shirley,commuter rail,1,town_meeting,minutes,2022,NO,0,169,18,,8,https://www.shirley-ma.gov/DocumentCenter/View/774/2022-05-09-Annual-Town-Meeting-Minutesdocx,file,
Shirley,shirley,commuter rail,1,town_meeting,minutes,2022,NO,0,70,15,,5,https://www.shirley-ma.gov/DocumentCenter/View/775/2022-11-28-Special-Town-Meeting-Minutes-without-appendices,file,
Shirley,shirley,commuter rail,1,town_meeting,minutes,2023,NO,0,0,0,,14,https://shirley-ma.gov/DocumentCenter/View/776/2023-05-08-Annual-Town-Meeting-Minutes-PDF,file,
Shirley,shirley,commuter rail,1,town_meeting,minutes,2023,NO,0,0,0,,6,https://shirley-ma.gov/DocumentCenter/View/777/2023-11-23-Special-Town-Meeting-Minutes-PDF,file,
Shirley,shirley,commuter rail,1,town_meeting,minutes,2023,NO,0,0,0,,14,https://www.shirley-ma.gov/DocumentCenter/View/776/2023-05-08-Annual-Town-Meeting-Minutes,file,
Shirley,shirley,commuter rail,1,town_meeting,minutes,2023,NO,0,0,0,,6,https://www.shirley-ma.gov/DocumentCenter/View/777/2023-11-23-Special-Town-Meeting-Minutes,file,
Shirley,shirley,commuter rail,1,town_meeting,minutes,2024,NO,0,0,0,,6,https://shirley-ma.gov/DocumentCenter/View/1001/2024-11-18-Special-Town-Meeting-Minutes-PDF,file,
Shrewsbury,shrewsbury,commuter rail,5,,,2023,PROBABLE,27,4,0,"1,2,3,4,5,6,7,14,18,19,20,21,22",22,https://shrewsburyma.gov/DocumentCenter/View/15356/Introduction-to-the-Section-3A-Program-Citizen-Planner-Training-Collaborative-CPTC-Annual-Conference-March-2023,file,
Shrewsbury,shrewsbury,commuter rail,5,zoning,,,CONFIRMED,213,8,1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",18,https://shrewsburyma.gov/DocumentCenter/View/15207/Compliance-Guidelines-for-Multi-family-Zoning-Districts-Under-Section-3A-of-the-Zoning-Act,file,
Shrewsbury,shrewsbury,commuter rail,5,zoning,,,PROBABLE,5,2,0,1,16,https://shrewsburyma.gov/DocumentCenter/View/15518/MBTA-Communities-Zoning-Survey-?bidId=,file,
Shrewsbury,shrewsbury,commuter rail,5,zoning,,,TOPIC_ONLY,1,0,0,1,0,https://shrewsburyma.gov/DocumentCenter/View/15704,file,
Shrewsbury,shrewsbury,commuter rail,5,zoning,,,CONFIRMED,5,1,2,1,1,https://shrewsburyma.gov/DocumentCenter/View/17856/Press-Release-EOHLC-Issues-Determination-on--Shrewsburys-Compliance-with-MBTA-Communities-Zoning,file,
Shrewsbury,shrewsbury,commuter rail,5,zoning,,,PROBABLE,20,0,7,1,0,https://shrewsburyma.gov/1382/MBTA-Communities-Zoning-Initiative,page,
Shrewsbury,shrewsbury,commuter rail,1,town_meeting,minutes,,NO,0,0,0,,0,https://shrewsburyma.gov/DocumentCenter/View/12575,file,
Shrewsbury,shrewsbury,commuter rail,1,town_meeting,minutes,,NO,0,0,2,,0,https://shrewsburyma.gov/DocumentCenter/View/17972,file,
Shrewsbury,shrewsbury,commuter rail,1,town_meeting,minutes,2025,NO,0,9,4,,2,https://shrewsburyma.gov/AgendaCenter/ViewFile/Minutes/_04142025-4860,file,
Shrewsbury,shrewsbury,commuter rail,1,town_meeting,minutes,2025,NO,0,213,34,,15,https://shrewsburyma.gov/AgendaCenter/ViewFile/Minutes/_05192025-4861,file,
Southborough,southborough,commuter rail,5,,,,CONFIRMED,204,5,1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,24,25",26,https://www.southboroughma.gov/DocumentCenter/View/2174/MASSGOV-MBTA-Communities-Compliance-Guidelines,file,
Southborough,southborough,commuter rail,5,,,,TOPIC_ONLY,14,0,0,"1,2",2,https://www.southboroughma.gov/DocumentCenter/View/2506,file,
Southborough,southborough,commuter rail,5,,,,TOPIC_ONLY,2,0,0,1,1,https://www.southboroughma.gov/DocumentCenter/View/2510,file,
Southborough,southborough,commuter rail,5,,,,CONFIRMED,69,6,1,"1,2,3,4,5,6,7,8,9",9,https://www.southboroughma.gov/DocumentCenter/View/2513,file,
Southborough,southborough,commuter rail,5,,,,TOPIC_ONLY,17,0,0,"1,2,3,4,5,6,7,8,11,12,14",17,https://www.southboroughma.gov/DocumentCenter/View/3362/MMAMMLA-webinar-MBTA-Communities-Takeaways-from-Reviews-313,file,
Southborough,southborough,commuter rail,5,,,,CONFIRMED,99,10,16,"1,2,3,4,5,6,7,8,10,11,12,13,14,16,17,18,19,20,21,22",39,https://www.southboroughma.gov/DocumentCenter/View/3431/01--20220216-MMLA-Presentation-MBTA-Communities-Multi-Family-Housing,file,
Southborough,southborough,commuter rail,5,,,,TOPIC_ONLY,3,0,0,"1,2",2,https://www.southboroughma.gov/DocumentCenter/View/3445/20240416---MBTA-Community-Categories-and-Requirements,file,
Southborough,southborough,commuter rail,5,,,,TOPIC_ONLY,17,0,0,"1,2,3,4,5,6,7,8,11,12,14",17,https://www.southboroughma.gov/DocumentCenter/View/3447,file,
Southborough,southborough,commuter rail,5,,,,TOPIC_ONLY,1,0,0,1,1,https://www.southboroughma.gov/DocumentCenter/View/3451,file,
Southborough,southborough,commuter rail,5,,,,TOPIC_ONLY,3,0,0,"1,2",2,https://www.southboroughma.gov/DocumentCenter/View/3471,file,
Sterling,sterling,MBTA adjacent,5,,,,FETCH_FAIL,0,0,0,,0,https://www.sterling-ma.gov/DocumentCenter/View/1099/Sterling-Proposed-Multifamily-Overlay-District-PDF,file,HTTPError
Sterling,sterling,MBTA adjacent,5,planning_board,,,NO,0,0,0,,0,https://sterling-ma.gov/ImageRepository/Document?documentID=319,file,
Sterling,sterling,MBTA adjacent,1,town_meeting,minutes,,NO,0,1,88,,0,https://sterling-ma.gov/611/Town-Meetings-Warrants-and-Minutes,page,
Sterling,sterling,MBTA adjacent,1,town_meeting,minutes,2022,NO,0,300,59,,30,https://sterling-ma.gov/DocumentCenter/View/5870/2022-May-2-Annual-Town-Meeting-Minutes,file,
Sterling,sterling,MBTA adjacent,1,town_meeting,minutes,2023,NO,0,304,58,,34,https://sterling-ma.gov/DocumentCenter/View/5796/2023-May-1-Annual-Town-Meeting-Minutes,file,
Sterling,sterling,MBTA adjacent,1,town_meeting,minutes,2023,NO,0,104,22,,10,https://sterling-ma.gov/DocumentCenter/View/5872/2023-October-16-Special-Town-Meeting-Minutes,file,
Sterling,sterling,MBTA adjacent,1,town_meeting,minutes,2024,NO,0,18,6,,2,https://sterling-ma.gov/DocumentCenter/View/5798/2024-June-24-Special-Town-Meeting-Minutes,file,
Sterling,sterling,MBTA adjacent,1,town_meeting,minutes,2024,NO,0,225,26,,12,https://sterling-ma.gov/DocumentCenter/View/5800/2024-May-6-Annual-Town-Meeting-Minutes,file,
Sterling,sterling,MBTA adjacent,1,town_meeting,minutes,2025,NO,0,408,56,,19,https://sterling-ma.gov/DocumentCenter/View/5802/2025-May-5-Annual-Town-Meeting-Minutes,file,
Sterling,sterling,MBTA adjacent,1,town_meeting,minutes,2025,CONFIRMED,11,111,45,"2,3,6",13,https://sterling-ma.gov/DocumentCenter/View/8257/2025-November-3-Speical-Town-Meeting-Minutes,file,
Stoneham,stoneham,bus,5,,,2022,TOPIC_ONLY,4,0,0,"2,6,7",8,https://www.stoneham-ma.gov/DocumentCenter/View/5394/Wortman-MBTA-Communities-Presentation-March-2022?bidId=,file,
Stoneham,stoneham,bus,5,,,2022,TOPIC_ONLY,4,0,0,"2,6,7",8,https://www.stoneham-ma.gov/DocumentCenter/View/5833/Wortman-MBTA-Communities-Presentation-March-2022,file,
Stoneham,stoneham,bus,1,town_meeting,minutes,,FETCH_FAIL,0,0,0,,0,http://www.stoneham-ma.gov/sites/stonehamma/files/u80/minutes_for_special_town_meeting.pdf,file,HTTPError
Stoneham,stoneham,bus,1,town_meeting,minutes,,NO,0,0,7,,0,https://stoneham-ma.gov/507/Town-Meeting-Minutes,page,
Stoneham,stoneham,bus,1,town_meeting,minutes,2022,FETCH_FAIL,0,0,0,,0,http://www.stoneham-ma.gov/sites/stonehamma/files/minutes/minutes-file/minutes_15_10_22_town_meeting.pdf,file,HTTPError
Stoneham,stoneham,bus,1,town_meeting,warrant,,FETCH_FAIL,0,0,0,,0,http://www.stoneham-ma.gov/sites/stonehamma/files/9_signed_special_sept_tm_warrant.pdf,file,HTTPError
Stoneham,stoneham,bus,1,town_meeting,warrant,,FETCH_FAIL,0,0,0,,0,http://www.stoneham-ma.gov/sites/stonehamma/files/file/file/9_warrant_spec_june_tm_14.pdf,file,HTTPError
Stoneham,stoneham,bus,1,town_meeting,warrant,,FETCH_FAIL,0,0,0,,0,http://www.stoneham-ma.gov/sites/stonehamma/files/file/file/jan_12_special_tm_warrant.pdf,file,HTTPError
Stoneham,stoneham,bus,1,town_meeting,warrant,,FETCH_FAIL,0,0,0,,0,http://www.stoneham-ma.gov/sites/stonehamma/files/u59/signed_special_town_meeting_warrant.pdf,file,HTTPError
Stoneham,stoneham,bus,1,town_meeting,warrant,,FETCH_FAIL,0,0,0,,0,http://www.stoneham-ma.gov/sites/stonehamma/files/u59/signed_warrant.pdf,file,HTTPError
Stoughton,stoughton,commuter rail,1,town_meeting,minutes,,NO,0,1,8,,0,https://stoughton.org/696/Town-Meeting-AttendanceMinutes,page,
Stoughton,stoughton,commuter rail,1,town_meeting,minutes,2024,NO,0,851,142,,63,https://www.stoughton.org/DocumentCenter/View/4110,file,
Stoughton,stoughton,commuter rail,1,town_meeting,warrant,,FETCH_FAIL,0,0,0,,0,http://www.stoughton.org/TownNews/FINAL%20WARRANT.pdf?plugin=RWD&templates=RWD&printversion=2&conferencesimpleview,file,HTTPError
Stoughton,stoughton,commuter rail,1,town_meeting,warrant,,NO,0,0,0,,1,https://stoughton.org/DocumentCenter/View/2692/BLANK-Warrant-Article-Petition-PDF,file,
Stoughton,stoughton,commuter rail,1,town_meeting,warrant,,NO,0,0,0,,0,https://stoughton.org/DocumentCenter/View/4416/Combined-Warrant-Backup-Material-030425-PDF,file,
Stoughton,stoughton,commuter rail,1,town_meeting,warrant,,NO,0,0,6,,1,https://stoughton.org/DocumentCenter/View/5333/STM-Warrant-Summary-Chart-PDF,file,
Stoughton,stoughton,commuter rail,1,town_meeting,warrant,,FETCH_FAIL,0,0,0,,0,https://www.stoughton.org/DocumentCenter/View/1235/Stoughton-Center-District-SCD-Warrant-Edition-PDF,file,HTTPError
Stoughton,stoughton,commuter rail,1,town_meeting,warrant,,NO,0,0,0,,1,https://www.stoughton.org/DocumentCenter/View/2691,file,
Stoughton,stoughton,commuter rail,1,town_meeting,warrant,,NO,0,0,0,,5,https://www.stoughton.org/DocumentCenter/View/4039/STM-Warrant-signed-PDF,file,
Stoughton,stoughton,commuter rail,1,town_meeting,warrant,,FETCH_FAIL,0,0,0,,0,https://www.stoughton.org/sites/stoughtonma/files/uploads/sth180402_warrant-r_part_2_0.pdf,file,HTTPError
Stow,stow,MBTA adjacent,5,,,,PROBABLE,24,5,0,"1,2",2,https://www.stow-ma.gov/DocumentCenter/View/1296/Is-Section-3A-an-Unfunded-Mandate-PDF,file,
Stow,stow,MBTA adjacent,5,,,,PROBABLE,1,0,1,1,1,https://www.stow-ma.gov/DocumentCenter/View/1298/What-are-the-fiscal-impacts-of-complying-with-the-MBTA-Communities-Law-PDF,file,
Stow,stow,MBTA adjacent,5,,,,CONFIRMED,3,1,1,1,1,https://www.stow-ma.gov/DocumentCenter/View/1299/Does-Stow-need-to-comply-with-the-MBTA-Communities-Law-PDF,file,
Stow,stow,MBTA adjacent,5,,,,NO,0,1,2,,2,https://www.stow-ma.gov/DocumentCenter/View/7669,file,
Stow,stow,MBTA adjacent,5,,,,NO,0,0,0,,1,https://www.stow-ma.gov/DocumentCenter/View/7671,file,
Stow,stow,MBTA adjacent,5,,,,CONFIRMED,32,9,16,"1,2,4,5,6,7,8,9,11",11,https://www.stow-ma.gov/DocumentCenter/View/7678/MBTA-Communities-FAQs-Oct-25,file,
Stow,stow,MBTA adjacent,5,,,,CONFIRMED,20,4,3,"1,2,3,6,8",8,https://www.stow-ma.gov/DocumentCenter/View/7693/CHAPA-3AEnforcementPotential-092225,file,
Stow,stow,MBTA adjacent,5,,,,NO,0,2,13,,3,https://www.stow-ma.gov/DocumentCenter/View/7861/Timeline-of-Outreach,file,
Stow,stow,MBTA adjacent,5,,,,CONFIRMED,9,1,5,1,0,https://www.stow-ma.gov/398/MBTA-Communities,page,
Stow,stow,MBTA adjacent,5,,,,PROBABLE,9,0,4,1,0,https://www.stow-ma.gov/682/MBTA-Communities-Mapping,page,
Sudbury,sudbury,MBTA adjacent,1,town_meeting,warrant,2022,NO,0,361,327,,91,https://cdn.sudbury.ma.us/wp-content/uploads/sites/358/2022/04/Sudbury-2022-May-Annual-Town-Meeting-Warrant.pdf?version=d267836092aa0eb1d9bdc51971597134,file,
Sudbury,sudbury,MBTA adjacent,1,town_meeting,warrant,2022,NO,0,361,327,,91,https://sudbury.ma.us/townmeeting/wp-content/uploads/sites/358/2022/04/Sudbury-2022-May-Annual-Town-Meeting-Warrant.pdf,file,
Sudbury,sudbury,MBTA adjacent,1,town_meeting,warrant,2022,NO,0,361,327,,91,https://sudbury.ma.us/townmeeting/wp-content/uploads/sites/358/2022/04/Sudbury-2022-May-Annual-Town-Meeting-Warrant.pdf?version=d267836092aa0eb1d9bdc51971597134,file,
Sudbury,sudbury,MBTA adjacent,1,town_meeting,warrant,2022,NO,0,0,19,,0,https://sudbury.ma.us/townmeeting/sudbury-2022-may-annual-town-meeting-warrant/,page,
Sudbury,sudbury,MBTA adjacent,1,town_meeting,warrant,2023,NO,0,374,286,,100,https://cdn.sudbury.ma.us/wp-content/uploads/sites/358/2023/04/Sudbury-2023-Annual-Town-Meeting-Warrant.pdf?version=e3b7e0e55684c23109c3bd421207e846,file,
Sudbury,sudbury,MBTA adjacent,1,town_meeting,warrant,2023,NO,0,187,86,,33,https://cdn.sudbury.ma.us/wp-content/uploads/sites/358/2023/09/Sudbury-2023-Fall-Special-Town-Meeting-Warrant.pdf?version=ce90d67e8caeaf1d0f3963d9df894c25,file,
Sudbury,sudbury,MBTA adjacent,1,town_meeting,warrant,2023,NO,0,13,9,,4,https://sudbury.ma.us/clerk/wp-content/uploads/sites/270/2023/03/2023-ATE-Warrant.pdf,file,
Sudbury,sudbury,MBTA adjacent,1,town_meeting,warrant,2023,NO,0,13,9,,4,https://sudbury.ma.us/clerk/wp-content/uploads/sites/270/2023/03/2023-ATE-Warrant.pdf?version=f39a733268be16698e4cbd2fd55756a0,file,
Sudbury,sudbury,MBTA adjacent,1,town_meeting,warrant,2023,NO,0,374,286,,100,https://sudbury.ma.us/townmeeting/wp-content/uploads/sites/358/2023/04/Sudbury-2023-Annual-Town-Meeting-Warrant.pdf,file,
Sudbury,sudbury,MBTA adjacent,1,town_meeting,warrant,2023,NO,0,374,286,,100,https://sudbury.ma.us/townmeeting/wp-content/uploads/sites/358/2023/04/Sudbury-2023-Annual-Town-Meeting-Warrant.pdf?version=3fd6d60e7a10bf4bce0be9ea52661b64,file,
Sutton,sutton,MBTA adjacent,5,,,,FETCH_FAIL,0,0,0,,0,https://ma-sutton.civicplus.com/DocumentCenter/View/505/MBTA-Multifamily-Overlay-District-Fact-Sheet,file,HTTPError
Sutton,sutton,MBTA adjacent,5,,,,FETCH_FAIL,0,0,0,,0,https://ma-sutton.civicplus.com/DocumentCenter/View/506/MBTA-Multifamily-Overlay-District-Map,file,HTTPError
Sutton,sutton,MBTA adjacent,5,,,,FETCH_FAIL,0,0,0,,0,https://ma-sutton.civicplus.com/DocumentCenter/View/507/MBTA-Multifamily-Overlay-District-Presentation-Slides,file,HTTPError
Sutton,sutton,MBTA adjacent,5,,,,NO,0,0,0,,1,https://www.suttonma.gov/DocumentCenter/View/3140/MBTA-Multifamily-Overlay-District-MMFOD-Overlay-District-MAP,file,
Sutton,sutton,MBTA adjacent,5,,,,TOPIC_ONLY,5,0,0,"1,2,4",5,https://www.suttonma.gov/DocumentCenter/View/3141/MBTA-Multifamily-Overlay-District-Presentation-Slides,file,
Sutton,sutton,MBTA adjacent,5,,,,PROBABLE,9,0,2,"1,2",2,https://www.suttonma.gov/DocumentCenter/View/4178/40aa_s_3a_fact_sheet_52925_pdf,file,
Sutton,sutton,MBTA adjacent,5,,,,CONFIRMED,11,1,12,1,0,https://suttonma.org/1326/Chapter-40A-Section-3A-Multifamily-Housi,page,
Sutton,sutton,MBTA adjacent,5,,,,PROBABLE,9,0,2,"1,2",2,https://suttonma.org/DocumentCenter/View/4178/40aa_s_3a_fact_sheet_52925_pdf,page,
Sutton,sutton,MBTA adjacent,5,,,,CONFIRMED,11,1,12,1,0,https://www.suttonma.gov/1326/Chapter-40A-Section-3A-Multifamily-Housi,page,
Sutton,sutton,MBTA adjacent,5,,bylaw,,FETCH_FAIL,0,0,0,,0,https://ma-sutton.civicplus.com/DocumentCenter/View/504/MBTA-Multifamily-Overlay-District-Bylaw,file,HTTPError
Swampscott,swampscott,bus,1,town_meeting,minutes,2023,NO,0,17,11,,3,https://www.swampscottma.gov/DocumentCenter/View/5651,file,
Swampscott,swampscott,bus,1,town_meeting,warrant,,NO,0,0,3,,1,https://swampscottma.gov/DocumentCenter/View/2234/Form-M-Petition-for-Insertion-of-Application-for-Acceptance-in-Warrant-for-Annual-Town-Meeting,file,
Swampscott,swampscott,bus,1,town_meeting,warrant,,NO,0,0,0,,1,https://swampscottma.gov/DocumentCenter/View/5502/Support-of-Rail-Trail-Warrant-Article,file,
Swampscott,swampscott,bus,1,town_meeting,warrant,,NO,0,0,0,,0,https://swampscottma.gov/DocumentCenter/View/7596/Article-7,file,
Swampscott,swampscott,bus,1,town_meeting,warrant,,NO,0,5,0,,2,https://swampscottma.gov/ImageRepository/Document?documentID=1064,file,
Swampscott,swampscott,bus,1,town_meeting,warrant,,NO,0,0,3,,1,https://www.swampscottma.gov/DocumentCenter/View/2234/Form-M---Petition-for-Insertion-of-Application-for-Acceptance-in-Warrant-for-Annual-Town-Meeting?bidId=,file,
Swampscott,swampscott,bus,1,town_meeting,warrant,,NO,0,108,90,,12,https://www.swampscottma.gov/DocumentCenter/View/7574,file,
Swampscott,swampscott,bus,1,town_meeting,warrant,,NO,0,108,90,,12,https://www.swampscottma.gov/DocumentCenter/View/7577,file,
Swampscott,swampscott,bus,1,town_meeting,warrant,,NO,0,0,16,,0,https://swampscottma.gov/1998/Town-Meeting-Warrants,page,
Swampscott,swampscott,bus,1,town_meeting,warrant,2022,FETCH_FAIL,0,0,0,,0,https://www.swampscottma.gov/sites/g/files/vyhlif1296/f/events/12.5.22_stm_warrant.pdf,file,HTTPError
Taunton,taunton,MBTA adjacent,1,town_meeting,warrant,,NO,0,0,0,,1,https://www.taunton-ma.gov/DocumentCenter/View/4320,file,
Taunton,taunton,MBTA adjacent,1,town_meeting,warrant,,NO,0,0,0,,7,https://www.taunton-ma.gov/DocumentCenter/View/4512,file,
Taunton,taunton,MBTA adjacent,1,town_meeting,warrant,,NO,0,0,0,,1,https://www.taunton-ma.gov/DocumentCenter/View/5307,file,
Taunton,taunton,MBTA adjacent,1,town_meeting,warrant,2024,NO,0,0,0,,1,https://www.taunton-ma.gov/DocumentCenter/View/3738,file,
Taunton,taunton,MBTA adjacent,2,city_council,minutes,,FETCH_FAIL,0,0,0,,0,https://www.taunton-ma.gov/sites/g/files/vyhlif1311/f/minutes/eminent_domain_city_council_letter.pdf,file,HTTPError
Taunton,taunton,MBTA adjacent,2,city_council,minutes,2026,NO,0,0,0,,3,https://taunton-ma.gov/AgendaCenter/ViewFile/Minutes/_01052026-2717,file,
Taunton,taunton,MBTA adjacent,2,city_council,minutes,2026,NO,0,0,0,,3,https://taunton-ma.gov/AgendaCenter/ViewFile/Minutes/_01052026-2718,file,
Taunton,taunton,MBTA adjacent,2,city_council,minutes,2026,NO,0,0,0,,2,https://taunton-ma.gov/AgendaCenter/ViewFile/Minutes/_01052026-2719,file,
Taunton,taunton,MBTA adjacent,2,city_council,minutes,2026,NO,0,0,0,,15,https://taunton-ma.gov/AgendaCenter/ViewFile/Minutes/_01132026-2727,file,
Taunton,taunton,MBTA adjacent,2,city_council,minutes,2026,NO,0,0,0,,6,https://taunton-ma.gov/AgendaCenter/ViewFile/Minutes/_01132026-2729,file,
Tewksbury,tewksbury,MBTA adjacent,5,,,,CONFIRMED,4,1,6,"1,3",19,https://tewksbury-ma.gov/DocumentCenter/View/4060/MBTA-Communities-First-Public-Feedback-Presentation-81523-PDF,file,
Tewksbury,tewksbury,MBTA adjacent,5,,,,PROBABLE,6,0,1,"1,2,5",5,https://tewksbury-ma.gov/DocumentCenter/View/4061/Copy-of-Resident-Survey-for-MBTA-Communities-Districts-PDF,file,
Tewksbury,tewksbury,MBTA adjacent,5,,,,NO,0,0,0,,6,https://tewksbury-ma.gov/DocumentCenter/View/4134/MBTA-Communities-Workshop-Participant-Feedback-by-Site-PDF,file,
Tewksbury,tewksbury,MBTA adjacent,5,,,,CONFIRMED,5,1,6,"1,2,14",14,https://tewksbury-ma.gov/DocumentCenter/View/4135/MBTA-Communities-Workshop-Presentation-91323-PDF,file,
Tewksbury,tewksbury,MBTA adjacent,5,,,,TOPIC_ONLY,3,0,0,1,1,https://tewksbury-ma.gov/DocumentCenter/View/4224/Handout-1---Introduction-to-MBTA-Communities-Law-PDF,file,
Tewksbury,tewksbury,MBTA adjacent,5,,,,CONFIRMED,13,5,3,"1,2,3,4,5,7",8,https://www.tewksbury-ma.gov/DocumentCenter/View/3537/MBTA-Communities-Action-Plan-Submission-PDF,file,
Tewksbury,tewksbury,MBTA adjacent,5,,,,CONFIRMED,5,1,6,"1,2,14",14,https://www.tewksbury-ma.gov/DocumentCenter/View/4135/MBTA-Communities-Workshop-Presentation-91323-PDF?bidId=,file,
Tewksbury,tewksbury,MBTA adjacent,5,,,2023,CONFIRMED,8,1,5,"1,3,4",5,https://tewksbury-ma.gov/DocumentCenter/View/4105/MBTA-Community-Questions-and-Response-from-August-15-2023-PDF,file,
Tewksbury,tewksbury,MBTA adjacent,5,select_board,,,TOPIC_ONLY,6,0,0,"1,2,4",5,https://tewksbury-ma.gov/DocumentCenter/View/4059/Initial-MBTA-Communities-Presentation-to-Select-Board-12522-PDF,file,
Tewksbury,tewksbury,MBTA adjacent,5,select_board,,,PROBABLE,7,0,6,"1,3,6,7",17,https://tewksbury-ma.gov/DocumentCenter/View/4254/MBTA-Communities-Presentation-to-Select-Board-102423-PDF,file,
Topsfield,topsfield,MBTA adjacent,5,,,,PROBABLE,13,1,0,"1,2",6,https://www.topsfield-ma.gov/DocumentCenter/View/283/18-Article-XVIII---MBTA-Communities-Multi-Family-Overlay-District,file,
Topsfield,topsfield,MBTA adjacent,5,,,,TOPIC_ONLY,4,0,0,"1,2,6",22,https://www.topsfield-ma.gov/DocumentCenter/View/337,file,
Topsfield,topsfield,MBTA adjacent,5,,,,PROBABLE,11,0,13,1,0,https://www.topsfield-ma.gov/1408/MBTA-Multi-Family-District,page,
Topsfield,topsfield,MBTA adjacent,5,,bylaw,,PROBABLE,13,1,0,"1,2",7,https://www.topsfield-ma.gov/DocumentCenter/View/338,file,
Topsfield,topsfield,MBTA adjacent,1,town_meeting,warrant,,FETCH_FAIL,0,0,0,,0,http://www.topsfield-ma.gov/documents/town_meeting/documents/Warrantasmailed.pdf,file,HTTPError
Topsfield,topsfield,MBTA adjacent,1,town_meeting,warrant,,FETCH_FAIL,0,0,0,,0,http://www.topsfield-ma.gov/documents/warrant20071.pdf,file,HTTPError
Topsfield,topsfield,MBTA adjacent,1,town_meeting,warrant,,FETCH_FAIL,0,0,0,,0,http://www.topsfield-ma.gov/documents/warrant62105.pdf,file,HTTPError
Topsfield,topsfield,MBTA adjacent,1,town_meeting,warrant,,FETCH_FAIL,0,0,0,,0,http://www.topsfield-ma.gov:80/documents/050305warrant.pdf,file,HTTPError
Topsfield,topsfield,MBTA adjacent,1,town_meeting,warrant,,FETCH_FAIL,0,0,0,,0,http://www.topsfield-ma.gov:80/documents/town_meeting/documents/FINALWarrant-complete.pdf,file,HTTPError
Topsfield,topsfield,MBTA adjacent,1,town_meeting,warrant,,FETCH_FAIL,0,0,0,,0,http://www.topsfield-ma.gov:80/warrant/FinComletter.pdf,file,HTTPError
Townsend,townsend,MBTA adjacent,1,town_meeting,minutes,2025,FETCH_FAIL,0,0,0,,0,https://townsendma.gov/government/Town Meeting/2025/STM 9-25-25/Minutes - STM 9-25-25.pdf?t=202603171615220,file,HTTPError
Townsend,townsend,MBTA adjacent,1,town_meeting,minutes,2026,FETCH_FAIL,0,0,0,,0,https://townsendma.gov/government/Town Meeting/2026/STM 2-25-26/STM 2-25-26 - Minutes.pdf?t=202607141039020,file,HTTPError
Townsend,townsend,MBTA adjacent,1,town_meeting,warrant,,FETCH_FAIL,0,0,0,,0,https://townsendma.gov/departments/town_administrator/budgets/Documents/Departments/Town Administrator/Budgets/FY19 Budget/warrant_0.pdf?t=202406030935180,file,HTTPError
Townsend,townsend,MBTA adjacent,1,town_meeting,warrant,2024,FETCH_FAIL,0,0,0,,0,https://www.townsendma.gov/sites/g/files/vyhlif1331/f/uploads/annual_town_meeting_warrant_may_7_2024.pdf,file,HTTPError
Townsend,townsend,MBTA adjacent,1,town_meeting,warrant,2024,FETCH_FAIL,0,0,0,,0,https://www.townsendma.gov/sites/g/files/vyhlif1331/f/uploads/special_town_meeting_may_7_2024_warrant.pdf,file,HTTPError
Townsend,townsend,MBTA adjacent,1,town_meeting,warrant,2025,FETCH_FAIL,0,0,0,,0,https://townsendma.gov/government/Town Meeting/2025/STM 9-25-25/Warrant - Special Town Meeting 9-25-25 (posted).pdf?t=202604261224420,file,HTTPError
Townsend,townsend,MBTA adjacent,1,town_meeting,warrant,2026,FETCH_FAIL,0,0,0,,0,https://townsendma.gov/government/Town Meeting/2026/ATM STM 5-5-26/ATM 5-5-26 - Warrant (posted).pdf?t=202604261226350,file,HTTPError
Townsend,townsend,MBTA adjacent,1,town_meeting,warrant,2026,FETCH_FAIL,0,0,0,,0,https://townsendma.gov/government/Town Meeting/2026/ATM STM 5-5-26/STM 5-5-26 - Warrant (posted).pdf?t=202604261227500,file,HTTPError
Townsend,townsend,MBTA adjacent,1,town_meeting,warrant,2026,FETCH_FAIL,0,0,0,,0,https://townsendma.gov/government/Town Meeting/2026/STM 2-25-26/STM 2-25-26 - Warrant & Declaration of Continuance.pdf?t=202604261221080,file,HTTPError
Townsend,townsend,MBTA adjacent,6,select_board,report,2023,FETCH_FAIL,0,0,0,,0,https://townsendma.gov/government/board_of_selectmen/Government/Selectboard/2023 TOWNSEND ANNUAL TOWN REPORT FINAL.pdf?t=202504291248350,file,HTTPError
Tyngsborough,tyngsborough,MBTA adjacent,5,,,,NO,0,1,0,,0,https://tyngsboroughma.gov/DocumentCenter/View/1910,file,
Tyngsborough,tyngsborough,MBTA adjacent,5,,,,TOPIC_ONLY,5,0,0,"1,2,4,6,8",8,https://tyngsboroughma.gov/DocumentCenter/View/1957,file,
