stem,source_sha256,field,was,should_be,read,why,status,decided_by,decided_on,applied_on
Chicopee2025,248dbdb0490dd11405b72433d17a019bd1bbfa1b691489003ec4b463c100539c,elections[Councilor At-Large].candidates[0].name_original,Frank Noel LaFlammme,Frank Noel Laflamme,"Page 1, verbatim: 'Councilor At-Large / (VOTE FOR) 4 / (WITH 21 OF 21 PRECINCTS COUNTED) / Frank Noel Laflamme . . . . . . 3,567  18.58'. Read at 150dpi.",Same misspelling as the Treasurer row: LaFlammme for Laflamme.,applied,civicatlas-qa (unattended run 2026-09-06),2026-09-06,2026-09-06
Chicopee2025,248dbdb0490dd11405b72433d17a019bd1bbfa1b691489003ec4b463c100539c,elections[Councilor At-Large].candidates[6].name_original,Clark Edward Wolowicz,Clark Edward Wojtowicz,"Page 1, verbatim: 'Clark Edward Wojtowicz . . . . . 2,322  12.10', the seventh name in the Councilor At-Large block. Read at 150dpi.","Wojtowicz read as Wolowicz -- the jt lost. The figure 2,322 is exact.",applied,civicatlas-qa (unattended run 2026-09-06),2026-09-06,2026-09-06
Chicopee2025,248dbdb0490dd11405b72433d17a019bd1bbfa1b691489003ec4b463c100539c,elections[Councilor Ward 7].candidates[0].name_original,William Courbesene,William Courchesne,"Page 1, verbatim: 'Councilor Ward 7 / (VOTE FOR) 1 / (WITH 2 OF 2 PRECINCTS COUNTED) / William Courchesne . . . . . . 282  98.95 / WRITE-IN. . . . . . . . . . . 3  1.05'. Read at 150dpi.",Courchesne read as Courbesene. Figures exact.,proposed,civicatlas-qa (unattended run 2026-09-06),2026-09-06,
Chicopee2025,248dbdb0490dd11405b72433d17a019bd1bbfa1b691489003ec4b463c100539c,elections[School Committee Ward 9].candidates[0].name_original,Ronald J. Bernard,Ronald J. Benard,"Page 2, verbatim: 'School Committee Ward 9 / (VOTE FOR) 1 / (WITH 2 OF 2 PRECINCTS COUNTED) / Ronald J. Benard . . . . . . . 638  99.22 / WRITE-IN. . . . . . . . . . . 5  .78'. Read at 150dpi.","Benard read as Bernard -- an r inserted. This is the direction that matters: the document's spelling is the shorter one, so a reader correcting toward the commoner name gets it wrong.",applied,civicatlas-qa (unattended run 2026-09-06),2026-09-06,2026-09-06
Chicopee2025,248dbdb0490dd11405b72433d17a019bd1bbfa1b691489003ec4b463c100539c,ballots_cast,null (ballots_cast_source: cannot_derive),6366 / printed_in_document,"Page 1 header block, verbatim: 'PRECINCTS COUNTED (OF 21) . . . . . 21  100.00 / REGISTERED VOTERS - TOTAL . . . . . 0 / BALLOTS CAST - TOTAL. . . . . . . 6,366 / BALLOTS CAST - BLANK. . . . . . . 1  .02'. Read at 150dpi on the rendered page, not from OCR.","The document prints the ballot count and the record holds null. Every city-wide single-seat contest is well under it because this Report EL45 summary does not print a Blanks row at all -- Mayor 4,820+233 = 5,053 against 6,366 -- so the count cannot be derived from the contests and must be taken from the printed line. Direction is legitimate: marks < ballots x seats.",verified,civicatlas-qa (unattended run 2026-09-06),2026-09-06,
Methuen2021,e0a1067eed0009ce9c631d21f753b03aa388d781d5a44c42986218c6278101f3,elections[COUNCILLOR-AT-LARGE].candidates[1].name_original,JESSICA L. PINOCCHIARO,JESSICA L. FINOCCHIARO,"Page 1 of data/pdfs/Methuen2021.pdf, cropped to the COUNCILLOR-AT-LARGE name column and rendered at 500dpi. The block prints, verbatim: 'COUNCILLOR-AT-LARGE / THREE to be elected / JOYCE C. CAMPAGNONE 113 ... 1,453 / JESSICA L. FINOCCHIARO 175 ... 2,471 / NICHOLAS DIZOGLIO 158 ... 2,120 / DAVID D.J. BEAUREGARD, JR. 193 ... 2,548'.","F read as P. All four figures in the block are exact and it closes: 1453+2471+2120+2548+24+3602 = 12,218 = the printed 'Total VOTES Cast' = 4,073 x 3.",applied,civicatlas-qa (unattended run 2026-09-06),2026-09-06,2026-09-06
Methuen2021,e0a1067eed0009ce9c631d21f753b03aa388d781d5a44c42986218c6278101f3,elections[COUNCILLOR-AT-LARGE].candidates[3].name_original,"DAVID D.A. BOULANGER, JR.","DAVID D.J. BEAUREGARD, JR.","Same crop, page 1 at 500dpi: 'DAVID D.J. BEAUREGARD, JR.' with Pct 1 = 193 and Total 2,548.","Not a slip -- a different surname. The record publishes a candidate named BOULANGER who is not on this ballot, with the votes of one who is. The middle initial is also wrong (D.J., not D.A.). This is the class the corpus calls a lost name: the figure 2,548 is right, so no arithmetic could see it.",applied,civicatlas-qa (unattended run 2026-09-06),2026-09-06,2026-09-06
Methuen2021,e0a1067eed0009ce9c631d21f753b03aa388d781d5a44c42986218c6278101f3,elections[SCHOOL COMMITTEE].candidates[0].name_original,LAUREL J. KEEGAN,LAURIE J. KEEGAN,Page 2 cropped to the SCHOOL COMMITTEE name column at 400dpi: 'SIX to be elected / LAURIE J. KEEGAN 148 42 142 ...'.,LAURIE read as LAUREL.,applied,civicatlas-qa (unattended run 2026-09-06),2026-09-06,2026-09-06
Methuen2021,e0a1067eed0009ce9c631d21f753b03aa388d781d5a44c42986218c6278101f3,elections[SCHOOL COMMITTEE].candidates[0].votes -- LAURIE J. KEEGAN,1880,1980,"Page 2 cropped to the SCHOOL COMMITTEE Total column at 500dpi and read by eye: the six candidate totals read, top to bottom, 1,980 / 2,091 / 1,842 / 2,275 / 1,816 / 1,903, then Write-in 50, Blank 12,479, 'Total VOTES cast' 24,436 and 'Total BALLOTS Cast' 4,073. Keegan's twelve precinct figures are 148 42 142 140 115 161 178 311 175 164 240 164, which sum to 1,980.","The record holds 1,880 -- a dropped hundred. The block's own printed total settles it: with 1,980 and Banks at 1,816 the eight rows sum to exactly 24,436, the figure the clerk prints. With the record's 1,880 they sum to 24,338, 98 short of the clerk's own column.",applied,civicatlas-qa (unattended run 2026-09-06),2026-09-06,2026-09-06
Methuen2021,e0a1067eed0009ce9c631d21f753b03aa388d781d5a44c42986218c6278101f3,elections[SCHOOL COMMITTEE].candidates[4].votes -- RACHAEL A. BANKS,1818,1816,"Same 500dpi crop of the Total column, fifth candidate row: 1,816. Her precinct figures 126 35 136 130 103 160 161 287 165 147 215 151 sum to 1,816.","Two votes over. Together with the Keegan correction the block reproduces the printed 'Total VOTES cast' 24,436 exactly. Note that 24,436 is itself two short of 4,073 x 6 = 24,438 -- that is the clerk's own arithmetic and the legitimate direction, so it is described, not flagged.",applied,civicatlas-qa (unattended run 2026-09-06),2026-09-06,2026-09-06
Methuen2021,e0a1067eed0009ce9c631d21f753b03aa388d781d5a44c42986218c6278101f3,elections[GREATER LAWRENCE REGIONAL SCHOOL COMMITTEE].candidates[1].name_original,ANNAYBEL MORETA,ANNGYBEL MORETA,Page 2 cropped to the GREATER LAWRENCE REGIONAL SCHOOL COMMITTEE name column at 400dpi: 'TWO to be elected / FRANCISCO SURILLO 97 46 117 / ANNGYBEL MORETA 95 36 90 / THOMAS R. HATEM 174 37 126'.,ANNGYBEL read as ANNAYBEL -- G for A. An unusual given name is where a reader's expectations do the most damage; the document prints ANNGYBEL.,applied,civicatlas-qa (unattended run 2026-09-06),2026-09-06,2026-09-06
Methuen2021,e0a1067eed0009ce9c631d21f753b03aa388d781d5a44c42986218c6278101f3,elections[NEVINS MEMORIAL LIBRARY].candidates[Others].votes,28,29,"Page 3 at 150dpi, verbatim: 'NEVINS MEMORIAL LIBRARY / TWO to be elected / CHRISTINA TOUMA-CONWAY ... 2,643 / MARYBETH DONOVAN-GRASSI ... 2,515 / Write-in 1 1 1 3 5 0 1 2 3 1 3 8 = 29 / Blank ... 2,959 / Total VOTES cast ... 8,146 / Total BALLOTS Cast ... 4,073'.","The write-in row is 29, not 28. 2643+2515+29+2959 = 8,146 = the printed total = 4,073 x 2 exactly; with the record's 28 the block is one short. The twelve printed precinct write-in figures also sum to 29. || not applied: raw_ocr+markdown+pdftext contains BOTH spellings; a string test cannot choose",needs-owner,civicatlas-qa (unattended run 2026-09-06),2026-09-06,
Methuen2021,e0a1067eed0009ce9c631d21f753b03aa388d781d5a44c42986218c6278101f3,ballots_cast,null (ballots_cast_source: cannot_derive),4073 / printed_in_document,"Printed on all three pages. Page 1 header: 'VOTER TURNOUT / Eligible Voters 2,827 2,284 ... 36,762 / Total Voters on Nov. 2, 2021  318 88 266 261 220 316 359 630 367 311 559 378  4,073 / Percentage Turnout 11%'. Every contest block also prints its own 'Total BALLOTS Cast' row ending 4,073.","The document prints the count twelve times and the record holds null. It is corroborated by the contests: Mayor 3,378+120+575 = 4,073 exactly, and the Ballot Question 1,687+2,281+105 = 4,073 exactly. This is a derivation with a quorum, not a pick.",verified,civicatlas-qa (unattended run 2026-09-06),2026-09-06,
Billerica2025,e83a43a2d4a99511306e43e882403aa2a65bc3ce7a5b9f586a6cde373a0149d5,ballots_cast,null (ballots_cast_source: cannot_derive),4781 / printed_in_document,"Page 1 of data/pdfs/Billerica2025.pdf, rendered at 150dpi. pdfinfo reports Page rot 0, but the tables are DRAWN sideways on a portrait page, so the rendered image reads bottom-to-top and was turned to read it. The header prints, verbatim: 'TOWN OF BILLERICA / OFFICIAL ELECTION RESULTS TOWN ELECTION / April 5, 2025 / Total Votes Cast 4,781 / # Registered Voters 31,895 / Percent 15%', and the grand table's PRECINCT row gives TotalVotesCast 340 502 367 380 550 276 346 465 379 464 330 382 with GRAND TOTAL 4781. Those twelve figures sum to 4,781.","The count is printed and the record holds null. It is corroborated twenty-eight times over: every contest in the record closes EXACTLY on its own precinct's ballot count times its seat count -- Housing Authority 4,781 x 1, Select Board and School Committee 9,562 = 4,781 x 2, Planning Board 14,343 = 4,781 x 3, and each of the 24 Town Meeting Member blocks on its precinct (Precinct 1: 2,380 = 340 x 7; Precinct 10: 3,248 = 464 x 7). Not one contest is off by a single mark.",verified,civicatlas-qa (unattended run 2026-09-06),2026-09-06,
Attleboro2021,ffddc4dfb27e78f8433b3423c25001da699659543e7df57254129116072e0342,ballots_cast,null (ballots_cast_source: cannot_derive),6920 / printed_in_document,"Page 1 of data/pdfs/Attleboro2021.pdf at 150dpi, verbatim: 'Election Summary Report / General Election / ATTLEBORO / November 02, 2021 ... Unofficial Results City Wide / Precincts Reported: 12 of 12 (100.00%) / Registered Voters: 6,920 of 31,523 (21.95%) / Ballots Cast: 6,920'. Every city-wide contest repeats it as its own 'Times Cast' row: Mayor 6,920, City Clerk 6,920, City Collector 6,920, City Treasurer 6,920, Councilman at Large 6,920.","Printed five times over and the record holds null. The reason it could not be derived is the write-in convention described in the resolution, not a shortage of evidence: every contest's printed 'Total Votes' plus its 'Blanks' equals Times Cast exactly -- Mayor 6,844+76, Collector 5,166+1,754, Councilman at Large 23,284+11,316 = 34,600 = 6,920 x 5.",verified,civicatlas-qa (unattended run 2026-09-06),2026-09-06,
Beverly2021,00fc321b01689d2227c4b7b965df00f4db5e549f8cca65793f1a99b5e884ebd1,ballots_cast,null (ballots_cast_source: cannot_derive),8442 / derived_from_contests,"All three pages of data/pdfs/Beverly2021.pdf at 150dpi. Page 1 heads 'November 2, 2021 / CITY OF BEVERLY, MASSACHUSETTS / MUNICIPAL ELECTION / OFFICIAL RESULTS', stamped 'NOV 12 2021  A TRUE COPY  ATTEST: Lisa E Kent, City Clerk'. The MAYOR block prints 'Michael P. Cahill 5,904 / Esther W. Ngotho 2,258 / All Others 114 / Blank 166 / Total 8,442' across twelve precinct columns 1-1 to 6-2.","The document prints no 'ballots cast' line, so this is a derivation -- but with a quorum, not a pick. The city-wide single-seat Mayor block totals 8,442; the six ward Councilor blocks total 1,307 + 1,292 + 1,044 + 1,672 + 1,284 + 1,843 = 8,442; the six ward School Committee blocks give the same six figures again; and COUNCILOR AT LARGE totals 25,326 = 8,442 x 3 exactly. Fifteen contests, no disagreement.",verified,civicatlas-qa (unattended run 2026-09-06),2026-09-06,
Beverly2021,00fc321b01689d2227c4b7b965df00f4db5e549f8cca65793f1a99b5e884ebd1,elections[SCHOOL COMMITTEE WARD FOUR].num_winners,2,1 -- but the owner decides; not applied,"Page 3 of data/pdfs/Beverly2021.pdf at 150dpi. The block prints, verbatim and in full: 'SCHOOL COMMITTEE WARD FOUR | 1-1 1-2 2-1 2-2 3-1 3-2 4-1 4-2 5-1 5-2 6-1 6-2 | Total / Lindsay Ducharme  132  278  410 / Jeffrey Silva  179  313  492 / All Others  7  30  37 / Blank  265  468  733 / Total  583  1,089  1,672'. There is NO 'vote for N' anywhere on the page -- this return prints seat counts for no contest at all, in any block.","num_winners is seats up and a printed 'vote for no more than N' outranks the arithmetic. Here nothing is printed, so the arithmetic is the only evidence there is, and it says one seat: the block totals 1,672, which is exactly Ward Four's ballot count (the COUNCILOR WARD FOUR block on page 2 prints the same 1,672, and its Total row 583 + 1,089 is the same pair of precinct figures). Two seats would require 3,344. The same holds for SCHOOL COMMITTEE WARD SIX. Every other School Committee ward in this record is num_winners 1 on an identically-shaped block, so 2 here looks like a slip rather than a reading -- but I did not find a document that says so, and this field decides who won. Leaving it. Note the counter-argument: Ward Four is the only School Committee ward with two candidates, which is what a two-seat race looks like; if it really were two seats the clerk's own total is one seat short, and this document prints Blank as a per-BALLOT figure, not per-mark, in which case the closure proves nothing about seats.",needs-owner,civicatlas-qa (unattended run 2026-09-06),2026-09-06,
Beverly2021,00fc321b01689d2227c4b7b965df00f4db5e549f8cca65793f1a99b5e884ebd1,elections[SCHOOL COMMITTEE WARD SIX].num_winners,2,1 -- but the owner decides; not applied,"Page 3 at 150dpi, verbatim: 'SCHOOL COMMITTEE WARD SIX ... Lorinda K. Visnick  631  735  1,366 / Kevin Stacey  6  -  6 / All Others  16  25  41 / Blank  205  225  430 / Total  858  985  1,843'. No 'vote for N' is printed for this or any other contest on the return.","Same question as Ward Four, same evidence. 1,366 + 6 + 41 + 430 = 1,843, which is Ward Six's ballot count exactly (COUNCILOR WARD SIX prints the same 1,843 from the same 858 and 985). Two seats would need 3,686. Kevin Stacey's 6 votes are a named write-in, not a second seat's slate. Not applied: seats up is the owner's field.",needs-owner,civicatlas-qa (unattended run 2026-09-06),2026-09-06,
Billerica2021,239ad8955229aeb271bf8867b82eef9a4dcadc3f92e0a80b306ab18a28c10448,ballots_cast,null (ballots_cast_source: cannot_derive),3715 / printed_in_document,"Page 1 of data/pdfs/Billerica2021.pdf at 175dpi. The document is 'Statement of Votes Cast / ANNUAL TOWN ELECTION / BILLERICA, MA / SOVC For Jurisdiction Wide, All Counters, All Races / APRIL 10, 2021 / OFFICIAL RESULTS'. Its TURN OUT block prints 'Reg. Voters 29301 | Cards Cast 3715' with the eleven precinct figures 314 392 268 308 428 263 274 460 326 358 324, which sum to 3,715. Every town-wide contest repeats it as its own 'Times Counted' column: SELECTMAN, MODERATOR, PLANNING BOARD, SCHOOL COMMITTEE, HOUSING AUTHORITY and REG SCHOOL COMMITTEE all print 3715.",Printed seven times and the record holds null.,verified,civicatlas-qa (unattended run 2026-09-06),2026-09-06,
Billerica2021,239ad8955229aeb271bf8867b82eef9a4dcadc3f92e0a80b306ab18a28c10448,elections[SCHOOL COMMITTEE].candidates[Blanks].votes,0,1,Page 4 of data/pdfs/Billerica2021.pdf at 175dpi. The SCHOOL COMMITTEE block's Total row reads 'Reg. Voters 29301 | Times Counted 3715 | Total Votes 2608 | Times Blank Voted 1107 | Number Of Under Votes 0 | MICHAEL A DOMINA 2560 98.16% | BLANKS 1 0.04% | SCATTERINGS 47 1.80%'. Precinct 6 is where the single blank falls: its row reads 'BLANKS 1 0.52%'.,"The record holds Blanks 0 and so sums to 2,607 against the clerk's printed Total Votes of 2,608. One vote. The neighbouring HOUSING AUTHORITY block prints the same 'BLANKS 1' and the record carries it correctly there, so this is a single dropped cell, not a convention. || not applied: markdown contains BOTH spellings; a string test cannot choose",needs-owner,civicatlas-qa (unattended run 2026-09-06),2026-09-06,
Billerica2021,239ad8955229aeb271bf8867b82eef9a4dcadc3f92e0a80b306ab18a28c10448,elections[PCT 3 MTG MBRS 3yrs] -- VICKY ROY and the write-in aggregate are transposed,"Vicky Roy 74, Others 16","Vicky Roy 16, Others (SCATTERINGS) 74","Page 9 of data/pdfs/Billerica2021.pdf at 175dpi. The PCT 3 MTG MBRS 3yrs Total row reads, column by column: 'Reg. Voters 2661 | Times Counted 268 | Total Votes 483 | Times Blank Voted 52 | Number Of Under Votes 1029 | ELAINE C TUCCELLI 184 38.10% | JOHN F GRAY, JR 172 35.61% | BLANKS 0 0.00% | SCATTERINGS 74 15.32% | VICKY ROY 16 3.31% | ROBERT ROY 14 2.90% | MIKE RILEY 23 4.76%'. Note the column order: BLANKS and SCATTERINGS sit BETWEEN the ballot candidates and the named write-ins.","The record publishes Vicky Roy with 74 votes; the page gives her 16, and 74 is the SCATTERINGS aggregate. The record's Others holds her 16. Both blocks sum to the printed 483 either way, which is why no arithmetic check could see it. NOT APPLIED because it is a paired swap: correcting one figure alone would break the block's total, and qa.apply writes one value at a time and cannot touch a tally row.",needs-owner,civicatlas-qa (unattended run 2026-09-06),2026-09-06,
Billerica2021,239ad8955229aeb271bf8867b82eef9a4dcadc3f92e0a80b306ab18a28c10448,elections[PCT 5 MTG MBRS] -- the write-in columns are shifted one place,"Charles Grillo 87, Donna Chandler 33, Others 3 (block sums 1400)","SCATTERINGS 87, Charles Grillo 33, Donna Chandler 21 (block sums 1418, the printed total)","Page 11 of data/pdfs/Billerica2021.pdf at 175dpi. The PCT 5 MTG MBRS Total row reads: 'Reg. Voters 2777 | Times Counted 428 | Total Votes 1418 | Times Blank Voted 54 | Number Of Under Votes 1200 | MAURA GAFFEY 256 18.05% | MICHAEL S ROSA 250 17.63% | MICHAEL F PARKER 245 17.28% | MICHAEL A FANTASIA 250 17.63% | SCOTT EDWARD MORRIS 250 17.63% | BLANKS 0 0.00% | SCATTERINGS 87 6.14% | CHARLES GRILLO 33 2.33% | DONNA CHANDLER 21 1.48% | SALVATORE DAMPOLO 26 1.83%'. There is no further column; those ten figures are the whole row and they sum to 1,418.","Same cause as PCT 3 and visible here because it does not balance: the record reads one column left from SCATTERINGS onward, so Grillo takes the aggregate's 87, Chandler takes Grillo's 33, Chandler's own 21 is lost, and Others is left holding 3 -- a figure that appears nowhere on the page. The record sums to 1,400 against the clerk's printed Total Votes of 1,418, exactly the 18 lost. Not applied: three cells and a tally row move together.",needs-owner,civicatlas-qa (unattended run 2026-09-06),2026-09-06,
Billerica2021,239ad8955229aeb271bf8867b82eef9a4dcadc3f92e0a80b306ab18a28c10448,elections[] -- three contests on the document are absent from the record,24 contests held,"27 -- add PCT 4 MTG MBRS 2yrs, PCT 10 MTG MBRS 2yrs, PCT 7 MTG MBR 1yr",Page 18 prints 'PCT 4 MTG MBRS 2yrs | Reg. Voters 2246 | Times Counted 308 | Total Votes 6 | Times Blank Voted 304 | Number Of Under Votes 10 | BLANKS 0 0.00% | SCATTERINGS 6 100.00%'. Page 20 prints 'PCT 10 MTG MBRS 2yrs | 2701 | 358 | Total Votes 14 | Times Blank Voted 150 | Under Votes 610 | BLANKS 0 | SCATTERINGS 14 100.00%'. Page 22 prints 'PCT 7 MTG MBR 1yr | 2504 | 274 | Total Votes 27 | Times Blank Voted 247 | Under Votes 0 | BLANKS 0 | SCATTERINGS 27 100.00%'. All read at 175dpi.,"Each is a real contest that went entirely to write-ins, so its whole tally is a SCATTERINGS figure and no candidate name appears. A parser keying on names would drop exactly these three and nothing else, which is what happened: the record holds the two neighbouring blocks on each of those pages. This is a completeness question about the parse, not a value to change, so it is the owner's.",needs-owner,civicatlas-qa (unattended run 2026-09-06),2026-09-06,
Billerica2021,239ad8955229aeb271bf8867b82eef9a4dcadc3f92e0a80b306ab18a28c10448,num_winners -- twelve Town Meeting Member contests,"PCT1 6, PCT3-3yr 4, PCT4-3yr 4, PCT5 6, PCT6-3yr 5, PCT7-3yr 6, PCT8-3yr 6, PCT9 7, PCT10-3yr 5, PCT11 3, PCT3-2yr 1, PCT4-1yr 1","9, 7, 8, 7, 8, 7, 8, 8, 7, 7, 2, 2 -- but the owner decides; not applied","All 22 pages of data/pdfs/Billerica2021.pdf read at 175dpi. This SOVC prints no 'vote for N' anywhere, but it prints five columns per contest -- Reg. Voters, Times Counted, Total Votes, Times Blank Voted, Number Of Under Votes -- and those give the seat count exactly: (Times Counted - Times Blank Voted) x seats = Total Votes + Under Votes. Contest by contest, as printed: SELECTMAN 3715/32/3683/0 -> 1. MODERATOR 3715/1024/2691/0 -> 1. PLANNING BOARD 3715/200/6261/769 -> 7030/3515 = 2. SCHOOL COMMITTEE 3715/1107/2608/0 -> 1. HOUSING AUTHORITY 3715/1192/2523/0 -> 1. REG SCHOOL COMMITTEE 3715/1096/2619/0 -> 1. PCT 1 MTG MBRS 314/20/1958/688 -> 2646/294 = 9. PCT 2 3yrs 392/10/2100/956 -> 3056/382 = 8. PCT 3 3yrs 268/52/483/1029 -> 1512/216 = 7. PCT 4 3yrs 308/84/785/1007 -> 1792/224 = 8. PCT 5 428/54/1418/1200 -> 2618/374 = 7. PCT 6 3yrs 263/45/1170/574 -> 1744/218 = 8. PCT 7 3yrs 274/0/1022/896 -> 1918/274 = 7. PCT 8 3yrs 460/94/1496/1432 -> 2928/366 = 8. PCT 9 326/45/1667/581 -> 2248/281 = 8. PCT 10 3yrs 358/50/1336/820 -> 2156/308 = 7. PCT 11 324/54/720/1170 -> 1890/270 = 7. PCT 3 2yrs 268/262/6/6 -> 12/6 = 2. PCT 6 2yrs 263/78/185/0 -> 1. PCT 7 2yrs 274/109/165/0 -> 1. PCT 8 2yrs 460/417/43/0 -> 1. PCT 2 1yr 392/118/274/0 -> 1. PCT 3 1yr 268/263/5/0 -> 1. PCT 4 1yr 308/305/4/2 -> 6/3 = 2.","Every one of the 24 divisions is an exact integer, which is the argument that the identity is the right one rather than a coincidence -- and TWELVE of them already agree with the record (all six town-wide contests, PCT 2 3yrs at 8, and the five single-seat 2yr and 1yr blocks). The twelve that disagree are all Town Meeting Member and all in the same direction: the record is short. It reads like a count of candidates on the ballot rather than seats up -- PCT 4 3yrs has four candidates and num_winners 4, and the sheet says eight seats, which is what a Billerica precinct with vacancies looks like (its 2025 return prints 'PRECINCT 4 TOWN MEETING - 3 YR (7)' with the same four-name shortfall). NOT APPLIED. num_winners decides who won and nothing on this document states a seat count in words; the whole case is arithmetic, and the owner should rule on it before anything is written. If he accepts it, the three missing contests filed alongside carry seat counts by the same identity: PCT 4 2yrs 4, PCT 10 2yrs 3, PCT 7 1yr 1.",needs-owner,civicatlas-qa (unattended run 2026-09-06),2026-09-06,
Amherst2021,dd81c767ffe26a096a429e3713a70511d9fd4ba8af8e387e734460a4232b8857,elections[COUNCILOR AT-LARGE].candidates[4].name_original,Ellisha M. Walke,Ellisha M. Walker,"Page 1 of data/pdfs/Amherst2021.pdf at 150dpi. 'BIENNIAL TOWN ELECTION / *OFFICIAL CERTIFIED RESULTS* / November 2, 2021'. The COUNCILOR AT-LARGE (Vote for Three) block prints 'Robert E. Greeney 1047 / Viraphanh Douangmany Cage 1734 / Andrew J. Steinberg 2647 / Mandi Jo Hanneke 2697 / Ellisha M. Walker 3209 / Vincent J. O'Connor 1111 / All Others 27 / Blank 2657 / TOTAL 15129', with the note 'Ballots Cast x 3' beneath.","A truncated surname, and worth noticing HOW it hid: the grounding check matches each token as a substring, so 'Walke' is found inside 'Walker' and the record scored as grounded. The top vote-getter in the town's largest contest is published under a name that is not hers.",proposed,civicatlas-qa (unattended run 2026-09-06),2026-09-06,
Amherst2021,dd81c767ffe26a096a429e3713a70511d9fd4ba8af8e387e734460a4232b8857,elections[HOUSING AUTHORITY].candidates[3].name_original,Michael A. Burikart,Michael A. Burkart,Page 2 at 150dpi: 'HOUSING AUTHORITY (Vote for Three) / Nancy Ellen Schroeder 2118 / David W. Williams 1635 / Jessica Ruth Mix Barrington 1586 / Michael A. Burkart 1903 / All Others 13 / Blank 7874 / TOTAL 15129'.,"An i inserted: Burkart read as Burikart. The figure 1,903 is exact and the block closes on 5,043 x 3.",proposed,civicatlas-qa (unattended run 2026-09-06),2026-09-06,
Amherst2021,dd81c767ffe26a096a429e3713a70511d9fd4ba8af8e387e734460a4232b8857,ballots_cast,null (ballots_cast_source: cannot_derive),5043 / printed_in_document,"Page 1 prints, in bold above the tables, 'BALLOTS CAST   5043'. Page 2 closes: 'The public announcement was made at 10:55 pm on November 2, 2021. 5,043 ballots were cast, representing 31.15% of the 16,187 voters qualified to vote in this election. Attest: Susan Audette, Town Clerk'. Read at 150dpi.","Printed twice, in words and figures, and the record holds null. Every town-wide block closes on it exactly: Councilor At-Large 15,129 = 5,043 x 3, School Committee 25,215 = x 5, Housing Authority 15,129 = x 3, Library Trustees 30,258 = x 6, Elector of the Oliver Smith Will 5,043 = x 1, Ballot Question 5,043. The five district blocks close on their own precinct pairs and those five halves sum back to 5,043 (532 + 1,342 + 416 + 985 + 1,768). || not applied: district is a judgement, not a string test",needs-owner,civicatlas-qa (unattended run 2026-09-06),2026-09-06,
Northampton2023,5429eecbce137a0a31bb1982ed3316ae085ceeb051fe699af68f3b37017a1623,ballots_cast,null (ballots_cast_source: cannot_derive),5450 / printed_in_document,"Every contest table in data/pdfs/Northampton2023.pdf (Page rot 270; rendered upright at 150dpi) prints a 'TOTAL BALLOTS CAST' row across the fourteen precinct columns 1A 1B 2A 2B 3A 3B 4A 4B 5A 5B 6A 6B 7A 7B: '287 497 356 276 380 388 227 473 391 507 374 448 423 423' with 'Totals 5,450'. Those fourteen figures sum to 5,450.","Printed on at least ten separate tables and the record holds null. Corroborated in every direction: Councilor At Large and School Committee At Large both total 10,900 = 5,450 x 2, the Superintendent and Forbes Trustee blocks 16,350 = x 3, the Elector 5,450 = x 1, the CPC 10,900, and the seven ward blocks 784 + 632 + 768 + 700 + 898 + 822 + 846 = 5,450.",verified,civicatlas-qa (unattended run 2026-09-06),2026-09-06,
Northampton2023,5429eecbce137a0a31bb1982ed3316ae085ceeb051fe699af68f3b37017a1623,elections[] -- the seven WARD COUNCILOR contests are absent from the record,13 contests held,20 -- add Ward 1 to Ward 7 Councilor,"Pages 6 to 9 of data/pdfs/Northampton2023.pdf at 150dpi, under the headings 'WARD COUNCILOR (vote for one each ward)' and 'WARD COUNCILOR-continued'. Verbatim, block by block, with each block's own printed Totals row: WARD 1 COUNCILOR -- Stanley W. Moulton, III 230 365 = 595, All Others 1 1 = 2, Blanks 56 131 = 187, Totals 287 497 = 784. WARD 2 -- Deborah Pastrich-Klemer 259 232 = 491, All Other 7 1 = 8, Blanks 90 43 = 133, Totals 356 276 = 632. WARD 3 -- Quaverly Rothenberg 238 268 = 506, Claudia Lefko 97 72 = 169, All Other 0 1 = 1, Blanks 45 47 = 92, Totals 380 388 = 768. WARD 4 -- Jeremy Adam Dubs 177 332 = 509, All Other 0 10 = 10, Blanks 50 131 = 181, Totals 227 473 = 700. WARD 5 -- Alexander E. Jarrett 309 417 = 726, All Other 6 0 = 6, Blanks 76 90 = 166, Totals 391 507 = 898. WARD 6 -- Marianne L. LaBarge 321 376 = 697, All Other 5 4 = 9, Blanks 48 68 = 116, Totals 374 448 = 822. WARD 7 -- Rachel A. Maiore 312 280 = 592, All Other 1 0 = 1, Blanks 110 143 = 253, Totals 423 423 = 846.","The record holds thirteen contests and the document has twenty. The whole City Council district half of the election is missing -- seven councillors, seven winners, in a city of 22,477 -- while the seven WARD SCHOOL COMMITTEE MEMBER blocks that sit two pages later, in the identical layout, are all present. Each of the seven closes exactly on its own ward's ballots (vote for one each ward) and the seven ward totals sum to 5,450. This is a completeness question about the parse, so it is the owner's; the figures above are what a reparse should produce.",needs-owner,civicatlas-qa (unattended run 2026-09-06),2026-09-06,
